Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level
3113,2025-11-02 18:06:57.973205,2025-11-02,18,44,11,C,Line-3,Sensor,BATCH-4442,M-102,51.1,12,54,Pending,22.25,1005,4.0,11,Copper,High,237,467.0,1005,274,85.92,4.45,7,5,24.07,71.19,105.62
3114,2025-11-23 11:04:57.973205,2025-11-23,11,47,11,C,Line-3,Microchip,BATCH-0871,M-102,94.39,20,39,Done,34.45,1031,7.0,6,Plastic,Medium,242,564.0,937,341,93.11,2.39,4,4,37.67,30.75,97.5
3115,2025-06-23 16:24:57.973205,2025-06-23,16,26,6,C,Line-2,Microchip,BATCH-6913,M-103,89.49,15,40,Pending,58.19,1041,9.0,7,Silicon,High,243,821.0,1127,271,87.65,4.0,16,3,32.43,31.57,83.54
3116,2026-01-14 05:21:57.973205,2026-01-14,5,3,1,B,Line-3,Microchip,BATCH-3019,M-102,53.15,21,3,Pending,33.33,1033,13.0,9,Copper,High,221,944.0,768,443,74.29,2.07,20,9,30.75,49.41,54.98
3117,2026-04-19 11:50:57.973205,2026-04-19,11,16,4,B,Line-3,Sensor,BATCH-8827,M-101,60.8,6,19,Done,43.19,1038,2.0,12,Plastic,Low,208,248.0,1041,1007,77.6,2.26,8,3,33.44,48.0,74.94
3118,2026-04-11 07:36:57.973205,2026-04-11,7,15,4,A,Line-2,PCB,BATCH-7120,M-101,57.18,24,100,,29.99,1027,13.0,11,Silicon,Low,213,806.0,459,642,73.9,3.97,12,3,26.51,60.3,50.02
3119,2025-06-08 06:26:57.973205,2025-06-08,6,23,6,A,Line-1,Microchip,BATCH-2500,M-101,53.31,18,56,Done,50.7,1016,3.0,11,Silicon,High,241,976.0,1156,462,92.31,1.06,11,7,21.87,52.06,73.34
3120,2026-05-03 01:58:57.973205,2026-05-03,1,18,5,A,Line-2,Microchip,BATCH-2636,M-104,86.12,6,44,Pending,53.3,1037,3.0,12,Silicon,Low,224,520.0,1190,1002,61.68,3.14,6,0,34.04,67.3,101.52
3121,2026-04-13 14:24:57.973205,2026-04-13,14,16,4,A,Line-1,Microchip,BATCH-8128,M-101,97.23,11,97,Pending,31.15,1021,14.0,6,Plastic,Low,226,742.0,951,950,69.6,0.63,10,8,28.86,59.25,92.0
3122,2026-03-31 05:47:57.973205,2026-03-31,5,14,3,C,Line-2,Microchip,BATCH-5379,M-101,54.49,11,75,Done,23.11,1040,,10,Silicon,Medium,214,900.0,977,796,90.76,1.17,20,10,27.84,33.18,58.35
3123,2025-12-09 12:15:57.973205,2025-12-09,12,50,12,B,Line-2,PCB,BATCH-9740,M-104,110.58,19,66,Pending,38.13,1028,15.0,8,Copper,Medium,232,471.0,641,532,60.1,1.89,3,9,20.32,62.94,117.83
3124,2025-08-22 20:59:57.973205,2025-08-22,20,34,8,C,Line-3,PCB,BATCH-7242,M-103,76.13,23,47,Done,37.74,1035,13.0,11,Copper,High,208,163.0,1033,1087,93.08,2.09,17,7,23.16,50.54,117.4
3125,2025-08-08 15:42:57.973205,2025-08-08,15,32,8,A,Line-2,Microchip,BATCH-2321,M-104,100.02,22,6,,18.2,1044,8.0,10,Plastic,Medium,244,542.0,490,366,77.63,4.81,4,10,23.69,43.62,59.76
3126,2026-04-15 14:39:57.973205,2026-04-15,14,16,4,B,Line-2,Sensor,BATCH-6791,M-101,99.79,18,9,Done,24.55,1045,11.0,9,Silicon,Low,213,664.0,572,299,89.22,1.09,17,1,39.64,54.0,72.67
3127,2026-01-09 14:21:57.973205,2026-01-09,14,2,1,A,Line-2,Microchip,BATCH-2288,M-102,105.65,23,47,Done,19.26,1019,3.0,8,Plastic,Low,216,593.0,667,218,89.78,4.92,6,2,28.8,52.77,55.62
3128,2026-03-07 05:14:57.973205,2026-03-07,5,10,3,A,Line-2,PCB,BATCH-1278,M-104,81.83,21,65,Done,57.88,1030,13.0,11,Silicon,Low,220,403.0,1170,418,80.6,1.84,18,0,38.37,39.36,105.91
3129,2026-05-07 00:25:57.973205,2026-05-07,0,19,5,A,Line-2,PCB,BATCH-6766,M-102,73.71,21,62,Pending,24.31,1019,7.0,11,Silicon,Low,204,535.0,453,744,62.29,3.71,0,6,34.16,37.95,87.35
3130,2025-10-29 13:11:57.973205,2025-10-29,13,44,10,C,Line-2,Sensor,BATCH-3078,M-104,,9,17,Pending,59.43,1013,10.0,12,Plastic,Medium,230,346.0,726,932,70.67,3.47,11,5,36.02,61.09,115.35
3131,2025-08-26 02:13:57.973205,2025-08-26,2,35,8,A,Line-3,Microchip,BATCH-7273,M-102,101.51,11,20,Done,56.41,1009,,6,Copper,Low,222,455.0,1004,619,94.76,4.62,7,4,30.39,36.86,119.84
3132,2026-05-09 00:33:57.973205,2026-05-09,0,19,5,B,Line-1,Sensor,BATCH-2636,M-102,111.05,24,65,Done,40.77,1046,14.0,12,Plastic,Medium,203,659.0,872,316,82.93,1.91,9,6,27.92,78.79,104.35
3133,2025-08-24 11:44:57.973205,2025-08-24,11,34,8,A,Line-2,Sensor,BATCH-2123,M-102,101.21,8,61,Done,35.36,1020,2.0,11,Copper,Medium,250,147.0,739,769,90.83,4.27,18,8,24.88,59.53,114.08
3134,2026-04-01 03:58:57.973205,2026-04-01,3,14,4,B,Line-1,PCB,BATCH-6825,M-101,,10,89,Pending,35.74,1048,2.0,6,Plastic,Low,232,189.0,692,432,62.55,4.29,8,3,28.88,33.12,51.08
3135,2025-11-07 13:37:57.973205,2025-11-07,13,45,11,A,Line-1,Sensor,BATCH-6330,M-103,85.85,13,18,Done,44.25,1001,9.0,11,Silicon,High,200,222.0,616,419,87.62,4.46,0,2,36.11,72.77,96.38
3136,2026-04-09 22:36:57.973205,2026-04-09,22,15,4,B,Line-3,PCB,BATCH-1562,M-102,72.58,24,106,Pending,41.87,1018,7.0,11,Copper,Medium,210,189.0,1163,926,77.64,2.77,8,10,23.84,48.88,105.54
3137,2025-11-12 17:43:57.973205,2025-11-12,17,46,11,B,Line-1,PCB,BATCH-2265,M-102,62.09,19,61,Done,58.31,1008,9.0,12,Silicon,High,239,902.0,727,652,68.22,2.63,9,8,22.28,77.03,67.81
3138,2025-08-26 03:36:57.973205,2025-08-26,3,35,8,C,Line-3,Microchip,BATCH-8319,M-101,93.32,5,70,Pending,38.52,1032,8.0,7,Copper,Medium,248,840.0,844,769,91.36,1.31,8,9,29.23,39.37,66.16
3139,2025-09-01 15:54:57.973205,2025-09-01,15,36,9,C,Line-2,PCB,BATCH-0444,M-101,112.71,8,109,Pending,51.98,1026,13.0,12,Copper,High,220,718.0,333,1046,70.78,2.79,18,4,30.6,69.58,85.92
3140,2025-05-26 14:29:57.973205,2025-05-26,14,22,5,C,Line-3,Sensor,BATCH-2442,M-101,110.2,19,15,Pending,21.29,1027,6.0,8,Copper,High,209,618.0,428,854,77.06,3.31,5,0,23.49,74.51,66.32
3141,2025-08-17 17:06:57.973205,2025-08-17,17,33,8,B,Line-1,Sensor,BATCH-6434,M-104,74.75,22,118,Pending,21.94,1033,11.0,11,Silicon,High,214,798.0,388,584,95.21,1.98,16,1,38.87,62.97,81.23
3142,2025-12-06 05:26:57.973205,2025-12-06,5,49,12,B,Line-3,PCB,BATCH-1540,M-104,80.09,10,43,Pending,52.15,1047,2.0,7,Plastic,High,239,362.0,759,216,84.54,0.85,16,7,20.71,51.64,56.82
3143,2025-05-28 15:10:57.973205,2025-05-28,15,22,5,A,Line-1,Sensor,BATCH-1142,M-101,85.21,12,71,Done,46.48,1003,,11,Plastic,Medium,224,883.0,510,822,68.17,4.02,1,10,37.61,65.24,90.55
3144,2026-02-21 00:10:57.973205,2026-02-21,0,8,2,B,Line-1,PCB,BATCH-7688,M-102,119.91,12,54,Pending,39.07,1016,7.0,11,Silicon,Medium,229,545.0,374,715,87.34,4.99,4,5,36.42,68.35,95.79
3145,2025-10-12 20:20:57.973205,2025-10-12,20,41,10,C,Line-1,Microchip,BATCH-4196,M-104,58.7,7,65,Done,22.1,1032,4.0,9,Plastic,Medium,202,832.0,374,804,72.47,3.68,20,6,29.62,78.48,72.01
3146,2025-07-18 12:25:57.973205,2025-07-18,12,29,7,B,Line-3,PCB,BATCH-8378,M-102,63.28,10,42,Pending,57.64,1043,8.0,10,Copper,High,204,589.0,543,379,98.91,3.86,2,3,38.23,49.95,81.29
3147,2025-11-28 20:25:57.973205,2025-11-28,20,48,11,B,Line-2,PCB,BATCH-4661,M-104,109.21,21,59,Pending,30.57,1011,2.0,12,Copper,High,237,713.0,1119,230,68.39,2.3,9,10,27.32,71.21,106.22
3148,2025-11-11 10:10:57.973205,2025-11-11,10,46,11,C,Line-2,Sensor,BATCH-5524,M-101,72.42,16,58,Done,57.62,1003,,10,Silicon,Medium,213,220.0,647,431,81.28,4.08,6,10,23.74,58.62,107.18
3149,2026-02-09 05:24:57.973205,2026-02-09,5,7,2,A,Line-1,Sensor,BATCH-2904,M-104,200.0,13,75,Pending,40.03,1048,12.0,10,Plastic,Low,231,824.0,883,785,71.69,3.94,8,7,26.3,41.95,108.18
3150,2025-08-13 06:22:57.973205,2025-08-13,6,33,8,A,Line-3,PCB,BATCH-5115,M-102,90.97,6,43,Pending,20.13,1026,11.0,9,Plastic,High,244,373.0,694,848,63.51,4.97,16,1,28.35,79.02,65.87
3151,2025-08-23 00:21:57.973205,2025-08-23,0,34,8,B,Line-1,PCB,BATCH-2534,M-104,51.11,7,56,Done,45.41,1041,3.0,8,Copper,High,208,937.0,767,755,93.54,2.67,17,2,29.25,60.52,90.46
3152,2025-07-19 14:05:57.973205,2025-07-19,14,29,7,C,Line-3,PCB,BATCH-8373,M-104,108.49,15,72,Done,22.91,1024,15.0,9,Plastic,Low,215,273.0,1079,1021,97.32,2.16,1,10,34.4,63.73,118.74
3153,2025-07-17 22:35:57.973205,2025-07-17,22,29,7,C,Line-1,PCB,BATCH-5202,M-104,114.27,12,47,Pending,23.3,1007,3.0,11,Silicon,Medium,209,521.0,1046,641,82.93,2.89,0,0,27.7,37.88,89.29
3154,2026-04-30 21:29:57.973205,2026-04-30,21,18,4,C,Line-1,PCB,BATCH-2616,M-103,57.64,5,66,Pending,49.96,1035,8.0,6,Silicon,High,221,662.0,1137,364,68.99,3.61,12,1,35.49,61.79,76.17
3155,2025-08-04 12:52:57.973205,2025-08-04,12,32,8,C,Line-1,PCB,BATCH-0669,M-103,68.16,8,17,Pending,44.47,1050,2.0,12,Plastic,Low,218,678.0,1096,735,62.68,4.48,20,0,27.68,58.1,115.28
3156,2025-06-23 18:42:57.973205,2025-06-23,18,26,6,A,Line-1,PCB,BATCH-6057,M-102,,6,109,Pending,34.34,1033,15.0,9,Plastic,Low,225,245.0,746,226,97.63,4.55,20,1,32.62,56.52,56.45
3157,2026-03-15 07:13:57.973205,2026-03-15,7,11,3,B,Line-2,PCB,BATCH-9802,M-101,97.63,11,89,Done,47.4,1048,3.0,12,Plastic,Low,212,133.0,673,431,74.69,4.22,9,5,23.94,52.39,111.14
3158,2025-09-19 13:30:57.973205,2025-09-19,13,38,9,C,Line-3,Sensor,BATCH-2899,M-102,55.25,8,35,Pending,42.98,1025,2.0,8,Plastic,Medium,217,511.0,1137,562,89.78,2.19,3,3,21.52,46.58,116.98
3159,2026-01-22 04:20:57.973205,2026-01-22,4,4,1,C,Line-1,Microchip,BATCH-3723,M-104,104.62,7,90,Pending,21.93,1001,11.0,10,Copper,High,211,464.0,869,909,66.21,2.33,3,0,36.67,78.31,85.25
3160,2026-04-02 10:27:57.973205,2026-04-02,10,14,4,A,Line-1,PCB,BATCH-7391,M-101,58.5,8,38,Done,17.33,1010,2.0,8,Plastic,High,250,661.0,628,821,71.48,2.56,13,1,26.31,65.78,52.18
3161,2025-10-08 08:07:57.973205,2025-10-08,8,41,10,C,Line-1,Sensor,BATCH-8865,M-103,116.73,9,73,Done,20.74,1031,11.0,10,Copper,Low,208,769.0,705,1071,83.24,3.05,19,1,37.78,56.68,55.95
3162,2026-04-21 21:05:57.973205,2026-04-21,21,17,4,A,Line-1,Microchip,BATCH-9807,M-103,97.37,18,86,Pending,15.78,1043,1.0,8,Copper,Low,217,319.0,505,801,78.12,2.41,4,4,36.65,70.5,67.53
3163,2025-12-25 14:27:57.973205,2025-12-25,14,52,12,B,Line-1,Sensor,BATCH-5593,M-101,93.37,11,1,Pending,15.72,1014,,6,Copper,Low,207,889.0,526,520,93.88,2.46,0,7,25.13,47.51,119.42
3164,2025-11-07 17:56:57.973205,2025-11-07,17,45,11,C,Line-2,PCB,BATCH-8016,M-101,111.67,19,73,Pending,38.73,1038,3.0,7,Plastic,Low,220,129.0,548,598,60.81,0.56,7,2,32.75,43.8,51.99
3165,2025-06-01 07:22:57.973205,2025-06-01,7,22,6,C,Line-3,PCB,BATCH-0201,M-103,87.47,6,8,Done,36.95,1032,2.0,6,Silicon,Medium,241,515.0,920,760,82.66,4.27,5,9,24.44,74.63,56.99
3166,2026-02-16 10:36:57.973205,2026-02-16,10,8,2,A,Line-1,Sensor,BATCH-0284,M-101,69.06,11,96,Done,59.2,1030,5.0,6,Plastic,Medium,207,127.0,1018,887,91.9,3.15,11,4,21.29,74.08,104.95
3167,2026-01-12 02:18:57.973205,2026-01-12,2,3,1,C,Line-2,Sensor,BATCH-6787,M-104,75.94,21,62,Pending,54.38,1014,2.0,7,Plastic,Low,249,652.0,441,848,97.53,4.29,14,7,24.47,36.52,83.54
3168,2026-01-27 21:47:57.973205,2026-01-27,21,5,1,A,Line-1,PCB,BATCH-0838,M-104,108.24,16,87,Pending,36.57,1028,13.0,9,Copper,Low,243,774.0,563,706,67.54,2.32,8,8,34.62,63.48,52.95
3169,2026-03-27 21:21:57.973205,2026-03-27,21,13,3,A,Line-3,Microchip,BATCH-9662,M-104,104.53,13,48,Done,28.79,1044,2.0,6,Silicon,High,249,744.0,946,226,87.3,1.79,2,10,25.48,49.74,101.85
3170,2025-09-17 21:50:57.973205,2025-09-17,21,38,9,B,Line-3,Microchip,BATCH-6404,M-103,106.17,21,23,Done,29.59,1011,10.0,6,Silicon,Low,242,405.0,615,1040,81.87,0.54,11,6,24.86,31.28,52.79
3171,2026-01-23 06:12:57.973205,2026-01-23,6,4,1,B,Line-1,PCB,BATCH-8176,M-104,68.58,19,8,Pending,50.58,1020,6.0,6,Copper,Low,223,377.0,1045,953,69.98,1.3,1,2,32.12,52.41,72.36
3172,2026-02-26 16:18:57.973205,2026-02-26,16,9,2,C,Line-1,Sensor,BATCH-4391,M-103,51.52,20,11,Pending,36.94,1015,15.0,12,Plastic,Medium,250,720.0,612,1057,72.23,1.71,0,10,35.5,76.21,65.87
3173,2025-09-13 15:29:57.973205,2025-09-13,15,37,9,C,Line-2,Microchip,BATCH-2102,M-104,99.29,13,47,Done,27.58,1018,13.0,7,Copper,High,234,852.0,1007,618,91.17,4.6,4,2,38.69,53.0,117.07
3174,2025-08-22 09:44:57.973205,2025-08-22,9,34,8,C,Line-3,Microchip,BATCH-6043,M-103,51.48,21,69,Pending,27.62,1025,3.0,8,Copper,Low,231,420.0,418,380,82.82,2.41,8,4,25.94,45.23,99.78
3175,2026-02-15 08:48:57.973205,2026-02-15,8,7,2,B,Line-3,Sensor,BATCH-5255,M-101,85.02,19,54,Done,46.23,1022,7.0,9,Copper,High,249,312.0,408,267,66.82,4.61,3,4,34.11,75.64,112.82
3176,2025-05-19 03:44:57.973205,2025-05-19,3,21,5,B,Line-2,Microchip,BATCH-9195,M-103,85.1,13,64,Done,47.37,1036,,11,Silicon,High,213,881.0,1014,564,96.61,2.24,14,7,30.38,46.82,57.25
3177,2025-08-26 05:48:57.973205,2025-08-26,5,35,8,C,Line-1,Microchip,BATCH-0947,M-104,88.11,14,37,Done,52.96,1009,6.0,11,Silicon,Low,246,911.0,743,1027,71.72,3.2,10,6,29.34,44.5,50.45
3178,2026-01-09 06:09:57.973205,2026-01-09,6,2,1,B,Line-3,PCB,BATCH-2304,M-104,110.3,13,15,Pending,46.73,1038,5.0,7,Plastic,Medium,230,459.0,1046,718,61.11,3.98,3,10,28.24,40.87,114.45
3179,2025-07-13 09:09:57.973205,2025-07-13,9,28,7,C,Line-3,PCB,BATCH-2020,M-103,58.59,12,43,Pending,55.88,1018,5.0,11,Silicon,Low,245,120.0,590,790,87.9,4.47,19,7,25.42,61.91,71.81
3180,2025-10-11 03:48:57.973205,2025-10-11,3,41,10,B,Line-3,PCB,BATCH-8967,M-102,88.9,19,104,Done,51.01,1011,,9,Plastic,High,205,367.0,777,411,64.75,4.0,1,8,37.72,37.34,114.53
3181,2025-10-16 10:31:57.973205,2025-10-16,10,42,10,B,Line-3,Sensor,BATCH-1565,M-102,96.77,9,12,Done,25.49,1007,13.0,11,Copper,High,201,399.0,519,219,69.24,2.98,15,2,21.37,78.12,55.88
3182,2025-12-03 12:33:57.973205,2025-12-03,12,49,12,B,Line-2,Sensor,BATCH-9209,M-103,56.85,16,92,Done,34.25,1018,3.0,10,Silicon,High,231,189.0,482,401,90.56,1.72,5,10,31.36,40.24,109.91
3183,2025-09-28 16:27:57.973205,2025-09-28,16,39,9,A,Line-2,Sensor,BATCH-8165,M-101,117.02,21,59,Pending,53.42,1005,7.0,12,Copper,Low,201,161.0,324,260,80.41,1.82,4,3,30.34,35.18,72.16
3184,2026-02-20 02:27:57.973205,2026-02-20,2,8,2,B,Line-3,PCB,BATCH-3960,M-101,52.37,11,18,Pending,52.73,1030,3.0,10,Plastic,Medium,248,262.0,558,868,77.74,2.74,17,1,20.32,71.83,108.91
3185,2025-08-29 02:55:57.973205,2025-08-29,2,35,8,A,Line-3,PCB,BATCH-1874,M-101,72.7,23,63,Done,16.44,1016,13.0,10,Plastic,Medium,243,670.0,817,245,95.48,1.56,10,10,30.69,30.7,103.26
3186,2025-06-09 13:20:57.973205,2025-06-09,13,24,6,A,Line-2,PCB,BATCH-3229,M-101,79.12,7,112,Pending,35.96,1024,12.0,10,Plastic,Medium,217,474.0,617,1098,90.38,1.74,9,7,37.34,64.58,68.44
3187,2025-05-18 18:15:57.973205,2025-05-18,18,20,5,B,Line-1,Sensor,BATCH-7924,M-104,113.6,18,111,Done,54.98,1016,8.0,6,Silicon,Low,240,844.0,934,480,99.7,1.62,13,4,23.1,69.28,92.47
3188,2026-03-03 04:41:57.973205,2026-03-03,4,10,3,C,Line-2,PCB,BATCH-6412,M-101,64.16,14,85,Done,37.76,1032,12.0,7,Copper,Medium,235,454.0,1154,552,94.41,0.73,9,5,20.25,40.85,77.7
3189,2026-02-26 02:45:57.973205,2026-02-26,2,9,2,B,Line-2,Microchip,BATCH-2829,M-104,71.65,21,73,Pending,37.3,1043,6.0,12,Silicon,Medium,229,697.0,516,995,76.11,2.23,15,3,27.86,76.88,54.08
3190,2026-02-10 12:10:57.973205,2026-02-10,12,7,2,C,Line-1,Sensor,BATCH-8786,M-103,83.26,17,106,Done,31.74,1042,12.0,12,Plastic,Medium,239,449.0,806,431,76.1,3.51,14,2,23.54,76.39,74.3
3191,2025-09-14 05:44:57.973205,2025-09-14,5,37,9,A,Line-1,PCB,BATCH-6562,M-103,50.76,14,76,Pending,57.07,1035,4.0,10,Copper,Low,249,,972,425,85.38,3.03,8,2,20.28,55.89,77.91
3192,2026-01-30 05:43:57.973205,2026-01-30,5,5,1,B,Line-1,Sensor,BATCH-5760,M-101,55.46,16,74,Pending,35.91,1020,3.0,10,Silicon,Medium,212,380.0,707,352,61.17,1.45,10,6,24.7,76.96,74.78
3193,2025-08-06 06:47:57.973205,2025-08-06,6,32,8,A,Line-2,Microchip,BATCH-8305,M-103,54.67,15,60,Done,35.13,1006,3.0,6,Silicon,Low,235,921.0,324,671,98.52,3.1,20,3,24.58,79.6,101.35
3194,2025-12-13 12:17:57.973205,2025-12-13,12,50,12,C,Line-3,Sensor,BATCH-6374,M-102,85.77,12,14,Done,41.54,1016,2.0,7,Copper,High,214,140.0,1132,349,97.08,3.67,1,5,31.51,44.7,113.01
3195,2026-05-08 05:01:57.973205,2026-05-08,5,19,5,A,Line-3,Sensor,BATCH-2727,M-103,87.08,20,70,Pending,45.35,1044,15.0,6,Copper,High,211,915.0,1030,1058,80.86,3.03,2,3,25.43,39.71,93.26
3196,2025-06-08 19:08:57.973205,2025-06-08,19,23,6,A,Line-3,PCB,BATCH-3172,M-104,60.72,20,13,Done,54.58,1023,14.0,8,Copper,Medium,214,914.0,901,422,91.39,4.73,16,2,24.96,49.79,54.65
3197,2025-09-22 02:13:57.973205,2025-09-22,2,39,9,A,Line-2,PCB,BATCH-4863,M-101,52.47,17,99,Pending,31.84,1048,3.0,11,Silicon,Medium,209,220.0,351,832,85.22,3.24,6,10,34.46,66.11,109.6
3198,2026-01-05 15:12:57.973205,2026-01-05,15,2,1,C,Line-3,PCB,BATCH-4711,M-104,82.61,8,100,Done,33.32,1029,9.0,7,Silicon,High,241,265.0,982,844,98.83,1.82,11,6,39.94,50.66,75.07
3199,2025-05-17 16:37:57.973205,2025-05-17,16,20,5,C,Line-3,Sensor,BATCH-5090,M-101,102.21,23,1,Done,47.68,1027,15.0,7,Plastic,High,206,206.0,814,1056,85.87,0.55,20,0,37.56,70.24,117.23
3200,2025-05-28 14:55:57.973205,2025-05-28,14,22,5,A,Line-3,Sensor,BATCH-0129,M-102,62.32,21,8,Pending,54.5,1029,13.0,8,Copper,Low,225,969.0,845,962,82.76,3.51,2,4,20.68,65.85,77.63
3201,2026-05-04 01:22:57.973205,2026-05-04,1,19,5,A,Line-1,Microchip,BATCH-7410,M-103,,23,120,Pending,41.64,1049,12.0,6,Silicon,Medium,202,911.0,605,811,60.86,2.92,13,3,31.72,56.16,116.43
3202,2025-09-23 14:53:57.973205,2025-09-23,14,39,9,B,Line-2,Microchip,BATCH-7519,M-101,65.78,21,107,Done,36.22,1002,5.0,12,Plastic,Medium,219,336.0,628,740,65.27,3.65,6,6,26.27,73.16,105.44
3203,2025-10-31 07:50:57.973205,2025-10-31,7,44,10,A,Line-2,Sensor,BATCH-3199,M-103,115.56,17,113,Pending,17.63,1015,10.0,8,Silicon,High,208,124.0,996,832,64.3,0.71,16,6,21.99,63.68,108.53
3204,2025-12-21 19:00:57.973205,2025-12-21,19,51,12,C,Line-2,Sensor,BATCH-9388,M-101,101.51,20,5,Pending,23.6,1038,13.0,9,Silicon,High,234,528.0,1196,1080,73.35,3.92,12,3,21.67,56.77,61.52
3205,2025-12-27 21:15:57.973205,2025-12-27,21,52,12,A,Line-1,Sensor,BATCH-1621,M-101,64.0,21,91,Pending,40.96,1014,11.0,11,Silicon,High,239,638.0,788,279,80.55,1.1,6,0,39.48,65.76,103.54
3206,2026-03-27 14:07:57.973205,2026-03-27,14,13,3,A,Line-1,Sensor,BATCH-6166,M-102,86.45,11,18,Pending,30.68,1034,10.0,6,Plastic,Low,218,702.0,485,354,73.23,1.26,9,5,36.46,63.05,65.43
3207,2025-11-16 18:39:57.973205,2025-11-16,18,46,11,A,Line-3,Microchip,BATCH-3432,M-101,113.77,18,67,Pending,50.55,1025,1.0,7,Silicon,High,250,263.0,844,453,90.41,3.59,1,3,24.88,48.82,111.21
3208,2025-11-07 10:24:57.973205,2025-11-07,10,45,11,C,Line-3,PCB,BATCH-9480,M-104,116.98,19,55,Pending,52.8,1036,1.0,10,Plastic,Low,250,985.0,595,332,71.53,2.75,18,4,25.91,41.29,70.67
3209,2025-08-06 06:59:57.973205,2025-08-06,6,32,8,C,Line-3,PCB,BATCH-6315,M-104,65.47,5,66,Pending,30.01,1038,2.0,8,Silicon,Low,228,478.0,774,1003,78.49,3.75,13,1,39.97,39.74,94.94
3210,2026-05-07 02:01:57.973205,2026-05-07,2,19,5,C,Line-3,Microchip,BATCH-6987,M-102,,7,50,Done,45.7,1048,15.0,10,Plastic,Medium,247,362.0,510,629,99.72,3.43,16,2,34.05,76.8,109.38
3211,2025-10-08 21:05:57.973205,2025-10-08,21,41,10,A,Line-2,Microchip,BATCH-3658,M-103,65.66,22,63,Done,46.41,1033,1.0,7,Copper,High,243,491.0,455,400,87.8,3.98,2,9,22.9,67.32,101.82
3212,2025-07-02 03:39:57.973205,2025-07-02,3,27,7,C,Line-3,Sensor,BATCH-9546,M-104,84.06,16,61,Pending,40.22,1046,13.0,10,Copper,High,218,659.0,1166,290,70.69,4.16,0,7,32.17,45.09,93.25
3213,2025-11-25 21:46:57.973205,2025-11-25,21,48,11,C,Line-1,Microchip,BATCH-7860,M-104,108.15,12,87,Pending,35.71,1017,4.0,12,Silicon,Low,218,435.0,1130,904,60.92,3.34,15,6,32.24,53.31,97.72
3214,2025-07-09 10:59:57.973205,2025-07-09,10,28,7,C,Line-3,PCB,BATCH-5247,M-101,106.17,13,25,Done,32.42,1021,14.0,7,Silicon,Medium,211,111.0,775,460,77.63,4.55,17,9,29.25,40.6,101.87
3215,2025-12-19 12:00:57.973205,2025-12-19,12,51,12,A,Line-2,Microchip,BATCH-5977,M-102,76.13,18,120,Pending,20.17,1036,11.0,11,Copper,High,206,430.0,684,399,95.15,2.04,9,7,22.89,62.01,91.15
3216,2025-08-12 13:09:57.973205,2025-08-12,13,33,8,C,Line-3,PCB,BATCH-0329,M-101,118.76,23,55,Pending,37.84,1040,3.0,9,Copper,Medium,236,269.0,639,813,68.29,4.16,6,0,32.39,47.02,108.99
3217,2026-03-16 19:03:57.973205,2026-03-16,19,12,3,B,Line-2,Sensor,BATCH-5930,M-102,56.4,16,50,Done,34.06,1023,8.0,9,Copper,Medium,239,504.0,758,1075,77.97,1.31,13,0,28.29,41.04,80.6
3218,2026-03-28 16:14:57.973205,2026-03-28,16,13,3,A,Line-3,PCB,BATCH-0827,M-101,82.74,19,26,Pending,46.58,1013,11.0,10,Copper,High,218,991.0,622,796,81.77,2.04,8,9,25.32,49.44,64.84
3219,2026-01-17 02:00:57.973205,2026-01-17,2,3,1,A,Line-3,Sensor,BATCH-4349,M-102,56.65,5,90,Done,58.34,1025,9.0,6,Plastic,Medium,242,496.0,985,332,79.98,2.27,14,6,37.68,63.66,88.57
3220,2026-02-26 17:15:57.973205,2026-02-26,17,9,2,B,Line-2,Microchip,BATCH-1274,M-103,,18,41,Pending,17.9,1002,14.0,7,Plastic,Medium,222,706.0,601,613,77.81,1.55,1,0,32.52,65.38,92.72
3221,2026-05-08 19:30:57.973205,2026-05-08,19,19,5,A,Line-3,Microchip,BATCH-4505,M-103,51.02,9,62,Pending,16.4,1004,7.0,12,Copper,High,237,281.0,835,1086,99.55,3.65,4,7,29.15,57.76,85.39
3222,2025-10-21 23:21:57.973205,2025-10-21,23,43,10,A,Line-3,Sensor,BATCH-4075,M-103,89.44,7,117,Done,53.21,1040,,6,Silicon,Low,243,930.0,1034,950,87.81,2.83,9,10,20.91,62.66,56.43
3223,2025-06-03 21:23:57.973205,2025-06-03,21,23,6,B,Line-1,PCB,BATCH-9816,M-103,76.69,21,104,Done,15.76,1025,12.0,9,Silicon,Low,240,249.0,882,203,82.58,2.18,7,4,24.34,76.66,90.28
3224,2026-03-21 09:17:57.973205,2026-03-21,9,12,3,A,Line-3,PCB,BATCH-2147,M-104,200.0,11,28,Pending,16.57,1030,9.0,9,Silicon,High,212,232.0,861,813,60.98,4.11,13,0,21.82,66.42,67.97
3225,2025-07-18 10:50:57.973205,2025-07-18,10,29,7,B,Line-3,Microchip,BATCH-8780,M-103,63.73,14,50,Pending,39.4,1005,3.0,10,Copper,High,243,545.0,302,878,76.84,4.38,4,10,33.34,45.94,73.93
